id,spoken_words,word_count
12280,little,3
12281,krusty continue,3
12282,okay,1
12283,,
12284,father tried extinguish comedy bug use,13
12285,bathroom,7
12286,away,2
12287,open door instant,5
12288,oy gevalt,2
12289,close door,3
12290,,
12291,came big break talmudic conference catskills entertainment,16
12292,lord works mysterious ways,7
12293,know son hershel yeshiva class matter fact voted likely hear god,27
12294,oh hymie exaggerating proud son,13
12295,rabbi exaggerate rabbi composes creates thoughts tells stories happened exaggerate,24
12296,father suspected thing rowdy rabbi,16
12297,hey funny man,2
12298,hershel hershel oy vay iz mir,6
12360,son,4
12299,brought shame family oh musician jazz singer forgive want clown,34
12300,,
12301,seen father,7
12302,sad,4
12303,krusty think father lot,9
12304,time track business,13
12305,look bart,4
12306,oh fun,4
12307,hey whoa,2
12308,oh fourth july believe little boy pictures bart,17
12309,yeah got lot fond memories,8
12310,look time midnight,7
12311,yearbooks,5
12312,seen,6
12313,uh milhouse know knock knock jokes,7
12314,want home,5
12315,homer maybe better milhouse home,7
12316,gladly,1
12317,wow concert bangladesh,5
12318,goodnight krusty sorry dad,6
12319,worry survivor,7
12320,hey leave keys inside,7
12321,,1
12322,oh yeah,5
12323,,
12324,,
12325,academy award playhouse returns hercules martians,11
12326,welcome spaceship mighty hercules,6
12327,,
12328,,
12329,hello hello anybody,4
12330,,
12331,,
12361,oh great came way wrong guy,12
12362,mean literally,5
12332,hear phone ring sudden listening talking hello mister ya want talk ya,38
12333,,
12334,,
12335,itchy jr look happy playing father scratchy jr look happy playing dad got run thresher beautiful cartoon love god cut commercial,41
12336,poor krusty,2
12337,man envies family man needs help,12
12338,got,5
12339,let,2
12340,,
12341,reverend lovejoy need help find rabbi,11
12342,um rash decisions let remind church changing meet needs today young christians,26
12343,converting want find rabbi krustofsky,13
12344,rabbi krustofsky radio sunday night,14
12345,,1
12346,know,4
12347,gee mention sermon week,9
12348,oh oh radio,5
12349,oh yeah kids talk monday school,12
12350,oh free t shirt coolest kids playground,15
12351,later rabbi address,13
12352,oh sure thing let check non christian rolodex,10
12353,,
12354,bet rabbi misses krusty,6
12355,happy crying beard,10
12356,,
12357,excuse rabbi krustofsky,4
12358,oh young friends,10
12359,came talk son,9
12365,order broadcasting license devote sunday night dead time public service shows limited appeal,21
12366,spirit bring gabbin god sponsored ace religion supply got ai holy,25
12367,tonight wise men reverend timothy lovejoy monsignor kenneth daley rabbi hyman krustofsky,21
12368,okay caller shelbyville heights,9
12369,yes hi suffering injustice world wonder god exists,19
12370,,1
12371,second,4
12372,,3
12373,great good conversation good rabbi,13
12374,hello anybody hear breathing hear talking going hello mister hello hello,19
12375,people got people hang kinds meshugoyim world,20
12376,,
12377,,
12378,okay let clear board caller young boy right springfield,17
12379,hello dimitri time caller long time listener,12
12380,,
12381,question son defies father chooses career makes millions children happy father forgive son,25
12382,,
12383,think,3
12384,yes course,3
12385,way absolutely screens calls charge charge leave building people watching anybody wants stupid person,37
12386,,
12387,worry lis got plan fail,10
12388,,
12389,yiddle man genius,6
12390,love work,4
12391,,
12392,oh best charity let people know,13
12393,example encourages,9
12394,speaking charity rabbi krustofsky think time forgave son,14
12395,understand boy broke heart turned traditions faith little pisher,29
12396,,
12397,oy guy tough,4
12398,bart gon na smart,8
12399,know pretty sharp saw right disguise,12
12400,,
12401,saul bellow nobel prize winning jewish novelist wants lunch ah ah date izzy deli,28
12402,,
12403,french government wants legion honor receive prestigious award izzy deli thank monsieur president,26
12404,,
12405,au revoir,2
12406,,
12407,kids ready order,7
12408,sorry bowl complimentary pickles,10
12409,watch fast,5
12410,sir,4
12411,oh let want nice sandwich joey bishop ugh fatty jackie mason know sauerkraut makes gassy bruce willis like work krusty clown,40
12412,ham sausage bacon smidge mayo,10
12413,,1
12414,white bread,3
12415,listen tell mr saul bellow nobel prize winning jewish novelist lost appetite,17
12416,uh direct president francois mitterrand table,10
12417,think funny,4
12418,million frenchmen wrong,6
12419,,
12642,,
12420,bart going wrong thing rabbis prize,17
12421,stupid hats,3
12422,bart knowledge,3
12423,,
12424,gon na hit hurts right judaica,11
12425,ahhh noah noah save save,8
12426,looks good bart,8
12427,,
12428,told away,6
12429,rabbi babylonian talmud quote child pushed aside left hand drawn closer right,32
12430,yes,1
12431,religion command krusty,11
12432,exodus fifth commandment says honor thy father thy mother end story,16
12433,,
12434,oh hopeless,3
12435,got dynamite stuff rabbi simon ben eleazar,12
12436,,
12437,times let man supple reed rigid cedar,17
12438,short learned friend book joshua says shall meditate torah day night,21
12439,,
12440,,
12441,written talmud bring redemption jesters,13
12442,sorry friend convinced hardly time place discuss,18
12443,,
12444,bart long shot learning ancient hebrew,18
12445,bart gon na learn ancient hebrew,8
12446,,
12475,gentle loveable oh mein papa understood,15
12476,got eye,6
12477,hanky,4
12478,eeww,1
12447,rabbi great man quote jews swinging bunch people mean heard persecution went ridiculous great thing thousands years waiting holding fighting finally end quote,53
12448,ohh heard plight people phrased eloquently said rabbi hillel,17
12449,nope,1
12450,judah pious,5
12451,nope,1
12452,mamonides,1
12453,nope,1
12454,oh got dead sea scrolls,9
12455,afraid rabbi yes sammy davis jr entertainer like son,18
12456,candy man,3
12457,performer think way maybe completely upside problem years joy lost stubborn ways,29
12458,rabbi late,7
12459,,
12460,yeah yeah yeah hi kids today gon na funniest cavalcade ah hell roll cartoon,23
12461,oh yeah old friends right heart,10
12462,oy filthy habit,5
12463,asked father,4
12464,son,1
12465,papa,1
12466,hershel,1
12467,daddy,1
12468,boychik,1
12469,oh daddy,2
12470,krusty,3
12471,boys girls like moment spotlight,16
12472,wanted wanted come guys spotlight bit,15
12473,let warm krusty welcome estranged father rabbi hyman krustofsky,13
12474,lenny little reconciliation music oh mein papa wonderful oh mein come dad know words,33
12479,seen years,8
12480,oh love son,5
12481,love daddy,5
12482,,
12483,conclude halloween newscast scary note remember presidential primaries months away,20
12484,hey like russia,9
12485,trick treat man,4
12486,hey little old wearing costumes,13
12487,hand candy old dude egg house stone age,16
12488,kids lousy punks,6
12489,,
12490,home,2
12491,good haul year,6
12492,heh heh heh jackpot,3
12493,proud kids,8
12494,gotten lisa walk faster,11
12495,select costume mobility wore salute noble native american pacific northwests,20
12496,yahhh,1
12497,children piece candy tonight save rest,15
12498,eat nightmares,8
12499,oh yeah everybody family gon na bad nightmare tonight,13
12500,oh yeah bad nightmares,5
12501,like,5
12502,,
12503,dump princess grace live place like,13
12504,dad monaco,3
12505,,
12506,,
12507,wanna,8
12508,eeuhgh thing,5
12509,monkey paw dating allal ben abdallah power grant wishes owner,21
12510,oh yeah,4
12548,look everybody purse exploded,5
12511,sir strongly advise purchase wish lurks grave misfortune president algeria,23
12512,pal wanna hear life story paw,11
12513,,
12514,ugghh homer ugly thing,9
12515,little shop right,8
12516,oh wait,7
12517,sorry,3
12518,,
12519,flight seven marakesh springfield boarding,7
12520,moment,3
12521,,
12522,shoot shoot souvenirs,6
12523,pay fine american dollars,9
12524,okay,1
12525,,
12526,let wish x ray specs work,8
12527,bart peace earth,5
12528,x ray specs,2
12529,peace earth,3
12530,x ray specs,2
12531,peace earth,3
12532,x ray specs,2
12533,peace earth,3
12534,x ray spects,2
12535,peace earth,3
12536,forget wearer house wish,16
12537,homer like severed hand,10
12538,marge flake monkey paw gon na dreams come true,16
12539,oh maggie wish,6
12540,oh land,3
12541,ooh luxury car good baby good maggie,8
12542,ooh new pacifier,4
12543,,
12544,okay fooling paw bart wish simpsons rich famous,19
12545,talkin,3
12546,yaaayyy,1
12547,woo hoo,2
12549,everybody going fanciest restaurant town,10
12550,,
12551,terribly sorry absolutely june,9
12552,ah simpsons right way,7
12553,homer maybe fame fortune bad,11
12554,hear thing simpsons swear going scream,15
12555,cute funny annoying,12
12556,,
12557,eighteen bucks rip,7
12558,,
12559,man thing gettin outta hand,7
12560,,
12561,oh wo,7
12562,,
12563,oh homer awful,5
12564,come think guy sold thing wishes bring grave misfortune thought colorful,27
12565,wish world peace,5
12566,lisa selfish,7
12567,sorry falklands old boy,6
12568,ah forget kind knew,10
12569,wo needing anymore,5
12570,people smile brother everybody try love right,17
12571,,
12572,foolish humans,2
12573,oh yes kodos earth ripe plucking,10
12574,,
12575,,
12576,people earth come spirit hostility menace,14
12577,let reasonable resolve differences peacefully,10
12578,ow,1
12579,superior intellect match puny weapons,10
12580,colonel got,6
12581,want baker,11
12608,bad dream sleep bed,11
12582,konking club wished saved bomb,13
12583,humans,3
12584,simpsons fault,6
12585,bored antics merchandise wish dead,17
12586,,
12587,jeez slaves paw sucks,7
12588,ok ok wish backfire wish turkey sandwich rye bread lettuce mustard want zombie turkeys want turn turkey want weird surprises got,49
12589,hey hmm bad nice hot mustard good bread turkey little dry turkey little dry oh foul accursed thing demon depths hell created thee,31
12590,hey fellow slave monkey paw dealies lets wish things,17
12591,yeah got ta warn thing ee yeah wanna try heh heh heh,22
12592,okely dokely,1
12593,ohh ya look,6
12594,kneel slingshot puny earthling,6
12595,guess wish rid awful aliens,14
12596,aarsh got board nail,10
12597,save humanity ya,5
12598,run kodos,2
12599,,
12600,kang earthlings won,7
12601,board nail defeated humans wo stop bigger boards bigger nails soon board nail big destroy,42
12602,,
12603,hey homer little thing ma jig works great saved earth maybe oughtta spruce homestead,22
12604,wish monkey paw,7
12605,,
12606,bart bart,2
12607,huh,2
12609,,1
12610,candy necklace,6
12611,climb aboard,2
12612,thanks bart,2
12613,talk sleep,4
12614,,
12615,presented consideration springfield average little town average monster,13
12616,,
12617,happy thoughts happy thoughts good day happy thoughts,10
12618,people springfield sure think happy thoughts happy things particular monster read minds displeased turn people grotesque walking terrors,33
12619,happy thoughts happy thoughts boy gettin mighty sick,11
12620,ruff ruff ruff bow wow,4
12621,,
12622,mention monster year old boy twist eh bet coming,24
12623,good morning,2
12624,morning,1
12625,good morning dear,3
12626,hiya bart boy heh heh heh heh,9
12627,day old cat interesting,10
12628,oh better,4
12629,better oh good curtains fire,9
12630,good awful thing bart real good,12
12631,better ready school,8
12632,okay,1
12633,gets family know monsters,16
12634,,
12635,hi guys hi otto driving,8
12636,little buddy rule oh wait little dude gnarly powers,21
12637,,
12638,,
12639,quit riding brake otto gas man,10
12640,hey fun going die,12
12641,hi ya bart,3
12666,bart,1
12643,class history country changed huh correspond bart answers yesterday test,20
12644,america discovered guy country called america anymore bonerland,17
12645,attention principal skinner bart hello ma baby hello ma honey hello ragtime gal send kiss wire,28
12646,phone,1
12647,,
12648,happy thoughts happy thoughts love boy,8
12649,moe tavern hold check hey everybody stupid moron ugly face big butt butt smells like kiss butt,32
12650,new,4
12651,wait minute,4
12652,,
12653,time hello ma baby hello ma honey hello ragtime gal doubletime send kiss wire,21
12654,love school,3
12655,,
12656,come,11
12657,want watch krusty,5
12658,shut boy field goal win bucks,13
12659,kick looking good ball turning fat bald guy,15
12660,,
12661,good know everytime strange happens good bart good,23
12662,consecutive hours little boy wo let stop let sideshow mel legal counter wake drugs,44
12663,yayy,1
12664,slowly slowly sound think hear thoughts expecting bash head chair end monster heh heh heh,34
